Loop: 0
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-3,2800.0,9000,29,2771.0,8942.0,100.0,99.15992063492062,0.0014406742355422338
node-4,1800.0,7000,29,1771.0,6942.0,100.0,98.78015873015873,0.0014462129307505041
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014510405719738108
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014617223458861064
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014536699487808478
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014517910967000744
node-11,3000.0,16000,42,2958.0,15916.0,100.0,99.0375,0.0014424550585095835
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 612
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,29,995.0,8134.0,100.0,98.22998046875,0.0014471840681096596
node-2,2048.0,8192,29,2019.0,8134.0,100.0,98.93798828125,0.0014368279082144888
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014834803862700358
node-4,1800.0,7000,29,1771.0,6942.0,100.0,98.78015873015873,0.0014391236516781976
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014510405719738108
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014617223458861064
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014536699487808478
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014517910967000744
node-11,3000.0,16000,42,2958.0,15916.0,100.0,99.0375,0.0014424550585095835
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 613
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,29,995.0,8134.0,100.0,98.22998046875,0.0014401246336310759
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014796707828840816
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014762438965809138
node-4,1800.0,7000,29,1771.0,6942.0,100.0,98.78015873015873,0.0014321035363041577
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014510405719738108
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014617223458861064
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014536699487808478
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014517910967000744
node-11,3000.0,16000,42,2958.0,15916.0,100.0,99.0375,0.0014424550585095835
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 614
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,29,995.0,8134.0,100.0,98.22998046875,0.0014331337373513135
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014724879150060034
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014690776640732394
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014749228006676952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014510405719738108
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014617223458861064
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014536699487808478
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014517910967000744
node-11,3000.0,16000,42,2958.0,15916.0,100.0,99.0375,0.0014424550585095835
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 615
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014510405719738108
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014617223458861064
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014536699487808478
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014517910967000744
node-11,3000.0,16000,42,2958.0,15916.0,100.0,99.0375,0.0014424550585095835
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 616
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,42,1758.0,10916.0,100.0,98.45151515151515,0.0014461217903738997
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014567673548831026
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014487422540392179
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.0014468697709485489
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.001472133770170961
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 617
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014761041723851112
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014518458435490381
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014438478545323286
node-10,1900.0,8500,42,1858.0,8416.0,100.0,98.40061919504643,0.001441981697398047
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014671603452717347
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 618
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014711341246666427
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014469574737054386
node-9,800.0,1024,40,760.0,944.0,100.0,93.59375,0.0014389864139446778
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014719134611111912
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014622204114492709
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 619
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014661974329731305
node-8,980.0,1638,41,939.0,1556.0,100.0,95.40511076225361,0.0014421019117131385
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014725313144390282
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014669741541947106
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014573136315450786
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 620
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014685282301606494
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014662763889789722
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014557458648199056
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.0014508662458779654
node-15,1100.0,10240,43,1057.0,10154.0,100.0,97.62553267045455,0.0014488767902401452
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014628811841563367

Loop: 621
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.001463713383504385
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014614689254085493
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014614689254085493
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.001450972927558201
node-14,2000.0,3000,43,1957.0,2914.0,100.0,97.49166666666666,0.00144610930736689
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014785470230196016
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014580848524050046

Loop: 622
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014589300064341093
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014566928831686522
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014566928831686522
node-13,7168.0,16384,44,7124.0,16296.0,100.0,99.42452566964286,0.0014462311859648738
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.001475787030515251
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014737151700031975
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014533198692272104

Loop: 623
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014541777914294381
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.001451947955210448
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.001451947955210448
node-13,7168.0,16384,45,7123.0,16294.0,100.0,99.41144670758928,0.0014744761233725248
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.0014709799066373512
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014689147948566074
node-16,3120.0,12384,44,3076.0,12296.0,100.0,98.93957463724905,0.0014485859282851023

Loop: 624
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014763073573882046
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014653744468175688
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014619806705269919
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014677975697465952
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.001449456434963758
node-6,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014472338384727518
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014472338384727518
node-13,7168.0,16384,45,7123.0,16294.0,100.0,99.41144670758928,0.0014696888632317051
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.0014662039978495676
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014641455909772028
node-16,3120.0,12384,45,3075.0,12294.0,100.0,98.9154740608229,0.0014770580386043255

Loop: 625
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014692097258623
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.001458329377361715
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014549519173033044
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.001460740850661275
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.0014447656374396035
node-6,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014773561850676118
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014612937626287388
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.001474065965287585
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014676064605445831
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014620678861204809
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.0014524396729111487
node-12,1500.0,2048,43,1457.0,1962.0,100.0,96.46705729166666,0.0014425502338175002
node-13,7168.0,16384,45,7123.0,16294.0,100.0,99.41144670758928,0.0014649325885934146
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.0014614590010927728
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014594072557313218
node-16,3120.0,12384,45,3075.0,12294.0,100.0,98.9154740608229,0.001472277915502046

Loop: 626
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.0014692097258623
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.001458329377361715
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.0014549519173033044
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.001460740850661275
node-5,2048.0,12000,44,2004.0,11912.0,100.0,98.55911458333333,0.001440105103125282
node-6,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014725905199544905
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014564227834199762
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.0014691524120699596
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014627144390094346
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014571943265000793
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.001447598207334778
node-12,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014725905199544905
node-13,7168.0,16384,45,7123.0,16294.0,100.0,99.41144670758928,0.0014602069995979519
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.0014567446172182802
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014546994903902532
node-16,3120.0,12384,45,3075.0,12294.0,100.0,98.9154740608229,0.0014675286319036523

Loop: 627
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.001462180014255303
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014513517248384532
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.001447990424876016
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014537516599882547
node-5,2048.0,12000,45,2003.0,11910.0,100.0,98.52636718750001,0.0014685869162992461
node-6,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014678555022054405
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.001451584169521571
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.0014642715070464713
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.0014578549226007655
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014523531493356272
node-11,3000.0,16000,43,2957.0,15914.0,100.0,99.01458333333333,0.001442788910964895
node-12,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014678555022054405
node-13,7168.0,16384,45,7123.0,16294.0,100.0,99.41144670758928,0.0014555118002423316
node-14,2000.0,3000,44,1956.0,2912.0,100.0,97.43333333333332,0.0014520605509249739
node-15,1100.0,10240,44,1056.0,10152.0,100.0,97.5703125,0.0014500220000674548
node-16,3120.0,12384,45,3075.0,12294.0,100.0,98.9154740608229,0.0014628098903219685

Loop: 628
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,30,994.0,8132.0,100.0,98.1689453125,0.001462180014255303
node-2,2048.0,8192,30,2018.0,8132.0,100.0,98.9013671875,0.0014513517248384532
node-3,2800.0,9000,30,2770.0,8940.0,100.0,99.13095238095238,0.001447990424876016
node-4,1800.0,7000,30,1770.0,6940.0,100.0,98.73809523809524,0.0014537516599882547
node-5,2048.0,12000,45,2003.0,11910.0,100.0,98.52636718750001,0.0014685869162992461
node-6,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014678555022054405
node-7,1800.0,11000,43,1757.0,10914.0,100.0,98.41464646464647,0.0014467775994238177
node-8,980.0,1638,42,938.0,1554.0,100.0,95.29304029304029,0.0014594229258973108
node-9,800.0,1024,41,759.0,942.0,100.0,93.43359375,0.001453027588419968
node-10,1900.0,8500,43,1857.0,8414.0,100.0,98.3625386996904,0.0014475440329470987
node-11,3000.0,16000,44,2956.0,15912.0,100.0,98.99166666666666,0.0014717942342460876
node-12,1500.0,2048,44,1456.0,1960.0,100.0,96.38489583333335,0.0014678555022054405
