Loop: 0
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-12,1500.0,2048,11,1489.0,2026.0,100.0,99.09622395833333,0.001370410129783582
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014838102852914046
node-14,2000.0,3000,11,1989.0,2978.0,100.0,99.35833333333333,0.001366794959011683
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014913638856384464
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.001485778455547914

Loop: 153
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.001461682576501026
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014588193393286438
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0014579241358762152
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014594566419755947
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.0014691880841959553
node-6,1500.0,2048,11,1489.0,2026.0,100.0,99.09622395833333,0.0013536978111276846
node-7,1800.0,11000,11,1789.0,10978.0,100.0,99.59444444444445,0.001415999073164243
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0014278586976197941
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0014355467057363754
node-10,1900.0,8500,11,1889.0,8478.0,100.0,99.58111455108359,0.0014161886183077118
node-11,3000.0,16000,11,2989.0,15978.0,100.0,99.74791666666667,0.001413820415888128
node-12,1500.0,2048,11,1489.0,2026.0,100.0,99.09622395833333,0.0013536978111276846
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.001465715037909802
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001473730749392086
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.001473176521179441
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014676592060900125

Loop: 154
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.0014514870229405822
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001460179590682001
node-7,1800.0,11000,11,1789.0,10978.0,100.0,99.59444444444445,0.001415999073164243
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0014278586976197941
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0014355467057363754
node-10,1900.0,8500,11,1889.0,8478.0,100.0,99.58111455108359,0.0014161886183077118
node-11,3000.0,16000,11,2989.0,15978.0,100.0,99.74791666666667,0.001413820415888128
node-12,1500.0,2048,11,1489.0,2026.0,100.0,99.09622395833333,0.0013373881989454234
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014480558205855875
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.0014559749572307357
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014554274064664358
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014499765650527836

Loop: 155
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,11,1789.0,10978.0,100.0,99.59444444444445,0.0013980750342634297
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0014097845368904295
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.001417375228448573
node-10,1900.0,8500,11,1889.0,8478.0,100.0,99.58111455108359,0.001398262180101285
node-11,3000.0,16000,11,2989.0,15978.0,100.0,99.74791666666667,0.001395923954927519
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 156
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,11,1789.0,10978.0,100.0,99.59444444444445,0.0013805990963351368
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0013921622301792992
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0013996580380929659
node-10,1900.0,8500,11,1889.0,8478.0,100.0,99.58111455108359,0.001380783902850019
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0015041363750313362
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 157
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001488065041970198
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0013749750421523943
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0013823783092276206
node-10,1900.0,8500,11,1889.0,8478.0,100.0,99.58111455108359,0.0013637371880000186
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014855667901544061
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 158
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014699179073120248
node-8,980.0,1638,11,969.0,1616.0,100.0,98.7672248386534,0.0013582070538334626
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0013655200371638693
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.0014701326396451533
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014674501219817913
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 159
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001452208053007061
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.001465491734082141
node-9,800.0,1024,11,789.0,1002.0,100.0,98.23828125,0.0013490679885233407
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.0014524201982036454
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014497700000302037
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 160
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001434207415524623
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014349198618998336
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014480454039144965
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014565647829946063
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001435129481558364
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014325108333631774
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001442796500316739
node-13,7168.0,16384,12,7156.0,16360.0,100.0,99.84305245535714,0.0014308170608167115
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.001438641922025608
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014381008897227877
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014327149392783457

Loop: 161
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.0014173343871066862
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0014258224238424242
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014349198618998336
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014480454039144965
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014565647829946063
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001435129481558364
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014325108333631774
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0014258224238424242
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0015320165990111907
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.0014217167229429537
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.001421182055726049
node-16,3120.0,12384,12,3108.0,12360.0,100.0,99.71079308288611,0.0014158594694044827

Loop: 162
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014355811019206505
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014327689939834895
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.001431889776306997
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0014333949162260305
node-5,2048.0,12000,12,2036.0,11976.0,100.0,99.60703125,0.001400853754698469
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0014092430933326286
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014349198618998336
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014480454039144965
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014565647829946063
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001435129481558364
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014325108333631774
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0014092430933326286
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0015142024525110604
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.0014051851331412914
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.0014046566829850485
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0015163788354988176

Loop: 163
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014103954685536215
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014076326958434283
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0014067689030384533
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.001408247636993995
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.0015006413460644653
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001393044896857541
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014180384517598359
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014310095756331495
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014394287267240813
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001418245605304736
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014156577647353751
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.001393044896857541
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0014967978266201285
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.0013890335798867938
node-15,1100.0,10240,12,1088.0,10216.0,100.0,99.33735795454545,0.001388511203870278
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014989491937114747

Loop: 164
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014103954685536215
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014076326958434283
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0014067689030384533
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.001408247636993995
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.001483588603495551
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0013772148412114326
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014180384517598359
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014310095756331495
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014394287267240813
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001418245605304736
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014156577647353751
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0013772148412114326
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0014797887604085364
node-14,2000.0,3000,12,1988.0,2976.0,100.0,99.3,0.0013732491073880802
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.0014879541881797063
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014819156801465715

Loop: 165
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0014103954685536215
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0014076326958434283
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0014067689030384533
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.001408247636993995
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.0014669190686248145
node-6,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0013617405171528773
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014180384517598359
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014310095756331495
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014394287267240813
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001418245605304736
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014156577647353751
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0013617405171528773
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.001463161920403946
node-14,2000.0,3000,13,1987.0,2974.0,100.0,99.24166666666667,0.0014718355770963515
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.0014712356017956647
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014652649421673966

Loop: 166
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.001386078305302697
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0013833631666047485
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0013825142667791698
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0013839675053216847
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.0014506199678623165
node-6,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014600391069368968
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.0014180384517598359
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014310095756331495
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014394287267240813
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.001418245605304736
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0014156577647353751
node-12,1500.0,2048,12,1488.0,2024.0,100.0,99.0140625,0.0013466100669622897
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.001446904565732791
node-14,2000.0,3000,13,1987.0,2974.0,100.0,99.24166666666667,0.0014554818484619476
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.0014548885395534905
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.001448984220587759

Loop: 167
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.001386078305302697
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0013833631666047485
node-3,2800.0,9000,8,2792.0,8984.0,100.0,99.76825396825397,0.0013825142667791698
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0013839675053216847
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.001434679089094599
node-6,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001401549632553326
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014143699294048569
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014226911833900805
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.0014017543773360763
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0013991966279361266
node-12,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0014310045155599032
node-14,2000.0,3000,13,1987.0,2974.0,100.0,99.24166666666667,0.0014394875424348932
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.001438900753404551
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014330613170648163

Loop: 168
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.001362585452670448
node-2,2048.0,8192,8,2040.0,8176.0,100.0,99.70703125,0.0013599163332724646
node-3,2800.0,9000,9,2791.0,8982.0,100.0,99.73928571428571,0.0015294111220961672
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0013605104289603001
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.001434679089094599
node-6,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001401549632553326
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014143699294048569
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014226911833900805
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.0014017543773360763
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0013991966279361266
node-12,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0014310045155599032
node-14,2000.0,3000,13,1987.0,2974.0,100.0,99.24166666666667,0.0014394875424348932
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.001438900753404551
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014330613170648163

Loop: 169
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.0013398756951259405
node-2,2048.0,8192,9,2039.0,8174.0,100.0,99.67041015625,0.0015049601959583588
node-3,2800.0,9000,9,2791.0,8982.0,100.0,99.73928571428571,0.0015039209367278977
node-4,1800.0,7000,8,1792.0,6984.0,100.0,99.66349206349206,0.0013378352551442951
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.001434679089094599
node-6,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001401549632553326
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014143699294048569
node-9,800.0,1024,12,788.0,1000.0,100.0,98.078125,0.0014226911833900805
node-10,1900.0,8500,12,1888.0,8476.0,100.0,99.54303405572756,0.0014017543773360763
node-11,3000.0,16000,12,2988.0,15976.0,100.0,99.725,0.0013991966279361266
node-12,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-13,7168.0,16384,13,7155.0,16358.0,100.0,99.82997349330357,0.0014310045155599032
node-14,2000.0,3000,13,1987.0,2974.0,100.0,99.24166666666667,0.0014394875424348932
node-15,1100.0,10240,13,1087.0,10214.0,100.0,99.2821377840909,0.001438900753404551
node-16,3120.0,12384,13,3107.0,12358.0,100.0,99.68669250645995,0.0014330613170648163

Loop: 170
Nodes,CPU Power,RAM Capacity,Active Connections,Remaining CPU Power,Remaining RAM Space,Initial Weight,remaining weights,WLC
node-1,1024.0,8192,8,1016.0,8176.0,100.0,99.51171875,0.001317910519796007
node-2,2048.0,8192,9,2039.0,8174.0,100.0,99.67041015625,0.0014802887173360907
node-3,2800.0,9000,9,2791.0,8982.0,100.0,99.73928571428571,0.0014792664951421943
node-4,1800.0,7000,9,1791.0,6982.0,100.0,99.62142857142857,0.0014810165415442772
node-5,2048.0,12000,13,2035.0,11974.0,100.0,99.57428385416667,0.001434679089094599
node-6,1500.0,2048,13,1487.0,2022.0,100.0,98.93190104166666,0.0014439947211463816
node-7,1800.0,11000,12,1788.0,10976.0,100.0,99.55757575757576,0.001401549632553326
node-8,980.0,1638,12,968.0,1614.0,100.0,98.65515436944008,0.0014143699294048569
